Czas [s],P1[kPa],P2[[kPa],T[C],F[m^3/h],CV[%],X[%],PV[%]
1801,647.3748,342.1245,96.66667,369.5971,35.2381,33.79731,50.35409
1802,648.5958,346.2759,96.61783,365.3236,34.79854,34.40781,49.98779
1803,649.8169,342.1245,96.59341,363.2479,33.89499,34.45665,49.03541
1804,640.293,347.0085,96.64225,362.2711,32.79609,33.69963,48.96215
1805,634.9206,350.9158,96.64225,366.6667,32.94261,33.13797,48.62027
1806,626.6178,357.9976,96.64225,372.8938,32.28327,32.91819,49.01099
1807,623.4432,364.1026,96.64225,377.2894,33.08913,31.96581,49.03541
1808,623.199,359.9512,96.61783,379.6093,32.79609,32.21001,49.20635
1809,629.304,358.486,96.64225,379.7314,33.30891,31.96581,49.47497
1810,633.2112,351.6484,96.64225,378.6325,33.72405,32.82051,49.62149
1811,631.9902,355.0672,96.64225,375.8242,33.74847,32.84493,49.57265
1812,636.8742,347.9853,96.59341,374.1148,33.60195,32.96703,49.13309
1813,634.4322,349.4505,96.59341,373.138,33.40659,33.06471,49.57265
1814,630.0366,351.16,96.64225,372.7717,33.69963,32.94261,49.54823
1815,629.0598,351.16,96.61783,373.7485,33.74847,32.47863,49.96337
1816,636.63,339.9267,96.64225,373.9927,34.48107,32.72283,49.93895
1817,641.2698,341.3919,96.61783,369.7192,34.43223,33.79731,50.23199
1818,644.9328,344.3223,96.61783,368.3761,34.60318,33.77289,49.59707
1819,644.6886,345.0549,96.61783,367.3993,33.55311,33.57753,49.40171
1820,637.851,348.4737,96.61783,367.033,33.38217,33.38217,49.01099
1821,633.2112,351.8926,96.61783,368.4982,32.74725,33.04029,48.96215
1822,626.3736,363.6142,96.64225,372.6496,32.94261,32.33211,48.93773
1823,628.083,366.0562,96.61783,376.9231,32.69841,32.03907,49.05983
1824,620.5128,358.2418,96.59341,378.9988,33.35775,32.01465,49.81685
1825,631.5018,351.8926,96.64225,379.4872,34.09035,32.86935,49.79243
1826,639.8046,343.8339,96.64225,375.58,34.09035,33.04029,49.71917
1827,639.5604,348.2295,96.64225,371.1844,33.99267,33.13797,49.37729
1828,636.63,349.939,96.61783,369.8413,33.40659,33.57753,49.57265
1829,630.525,346.0317,96.59341,370.8181,33.60195,32.45421,49.08425
1830,629.7924,347.0085,96.61783,372.7717,33.16239,32.82051,49.32845
1831,629.5482,353.8462,96.64225,373.3822,33.43101,32.62515,49.01099
1832,628.3272,348.9621,96.59341,375.2137,32.74725,32.57631,49.05983
1833,628.5714,350.9158,96.61783,375.7021,32.72283,32.55189,48.76679
1834,624.1758,362.149,96.61783,377.7778,32.60073,31.86813,49.20635
1835,623.6874,352.1368,96.61783,379.6093,33.23565,31.69719,49.40171
1836,636.8742,350.1832,96.64225,380.2198,33.40659,32.74725,49.57265
1837,637.1184,346.2759,96.61783,378.022,34.09035,32.67399,49.64591
1838,639.8046,348.7179,96.64225,373.7485,33.89499,33.16239,49.23077
1839,639.5604,342.1245,96.61783,370.9402,33.33333,33.06471,49.25519
1840,633.2112,354.823,96.59341,370.4518,33.04029,32.62515,48.81563
1841,625.8852,357.5092,96.59341,374.4811,32.50305,32.16117,49.03541
1842,621.978,362.6374,96.61783,379.9756,32.79609,31.55067,48.91331
1843,623.9316,358.2418,96.61783,381.0745,32.79609,31.64835,49.54823
1844,629.5482,349.6948,96.61783,380.5861,33.69963,32.33211,49.27961
1845,637.6068,349.2063,96.61783,376.6789,33.33333,33.21123,49.42613
1846,632.967,348.2295,96.61783,373.8706,33.35775,32.99145,49.20635
1847,624.1758,350.4274,96.64225,374.4811,33.04029,32.30769,49.40171
1848,627.8388,353.8462,96.61783,377.1673,33.74847,32.25885,49.47497
1849,633.4554,352.8694,96.61783,377.2894,33.43101,32.77167,49.54823
1850,635.6532,349.2063,96.61783,376.0684,33.89499,32.74725,49.76801
1851,638.5836,346.5201,96.61783,374.359,33.94383,33.33333,49.49939
1852,638.0952,351.6484,96.61783,372.2833,33.55311,33.30891,49.35287
1853,633.4554,350.9158,96.59341,371.5507,33.13797,33.01587,48.79121
1854,629.5482,364.8352,96.64225,372.7717,32.50305,32.82051,48.76679
1855,620.757,364.3468,96.61783,376.0684,32.23443,31.77045,48.37607
1856,616.1172,361.1722,96.61783,381.685,31.99023,31.59951,49.23077
1857,613.9194,373.3822,96.61783,384.4933,33.08913,31.18437,49.49939
1858,629.7924,353.8462,96.61783,384.7375,33.69963,31.74603,49.59707
1859,634.188,351.8926,96.64225,380.2198,33.57753,32.89377,48.91331
1860,634.6764,353.602,96.61783,375.58,32.72283,32.82051,48.81563
1861,628.083,353.3578,96.61783,375.2137,32.74725,32.82051,48.71795
1862,623.9316,359.707,96.64225,375.7021,32.23443,31.94139,48.79121
1863,619.7802,355.3114,96.64225,378.9988,32.45421,31.64835,48.79121
1864,621.978,361.9048,96.64225,381.3187,32.69841,31.89255,49.08425
1865,626.862,357.9976,96.61783,382.1734,33.18681,31.86813,49.20635
1866,627.8388,355.5556,96.64225,380.8303,32.99145,32.55189,48.64469
1867,630.525,355.0672,96.61783,378.7546,32.23443,32.52747,48.76679
1868,622.4664,358.486,96.61783,378.5104,32.38095,32.11233,48.59585
1869,615.1404,364.3468,96.61783,381.3187,32.33211,31.55067,48.88889
1870,623.199,371.917,96.61783,383.2723,32.64957,31.62393,48.49817
1871,624.6642,359.4628,96.59341,383.6386,32.01465,31.94139,48.74237
1872,622.9548,357.5092,96.61783,382.5397,32.64957,31.89255,48.79121
1873,618.0708,361.1722,96.59341,382.1734,32.25885,31.77045,49.03541
1874,617.094,359.4628,96.61783,383.2723,32.89377,31.42857,48.91331
1875,624.1758,356.044,96.61783,383.2723,32.50305,32.13675,48.76679
1876,626.6178,357.0208,96.61783,382.2955,32.35653,31.74603,48.81563
1877,618.5592,366.0562,96.61783,381.8071,32.35653,31.94139,49.15751
1878,617.8266,368.4982,96.61783,382.2955,33.04029,31.91697,49.54823
1879,630.0366,357.5092,96.59341,382.6618,33.50427,31.94139,49.30403
1880,637.1184,352.8694,96.59341,378.1441,33.04029,32.82051,49.40171
1881,631.5018,357.0208,96.59341,375.58,33.28449,32.99145,49.27961
1882,627.3504,358.2418,96.59341,375.3358,33.18681,32.50305,49.98779
1883,628.8156,362.149,96.59341,376.0684,34.23687,32.52747,49.64591
1884,636.63,359.4628,96.59341,375.4579,33.69963,33.08913,49.79243
1885,638.0952,353.8462,96.59341,373.6264,33.89499,33.23565,49.67033
1886,636.3858,352.381,96.61783,371.0623,33.69963,33.26007,50.03663
1887,640.0488,351.6484,96.61783,370.8181,34.23687,32.91819,49.84127
1888,638.8278,348.4737,96.56899,370.696,33.99267,33.18681,49.67033
1889,641.0256,344.3223,96.59341,369.1087,33.84615,33.38217,49.59707
1890,638.0952,350.1832,96.59341,369.3529,33.65079,33.26007,49.20635
1891,629.7924,357.9976,96.59341,371.0623,32.99145,32.64957,48.93773
1892,625.641,360.928,96.61783,375.4579,32.69841,32.55189,48.64469
1893,621.4896,365.5678,96.59341,379.1209,32.35653,31.57509,49.18193
1894,617.094,368.7424,96.59341,381.0745,32.94261,31.33089,49.10867
1895,634.9206,351.4042,96.56899,382.1734,32.94261,31.96581,49.47497
1896,631.5018,353.602,96.59341,378.2662,33.60195,32.11233,49.84127
1897,643.956,355.3114,96.59341,375.58,34.09035,33.47985,50.30525
1898,645.9096,349.6948,96.59341,369.8413,34.7497,33.55311,49.71917
1899,645.6654,347.0085,96.59341,365.4457,33.89499,34.04151,49.54823
1900,644.9328,351.6484,96.56899,364.9573,33.62637,33.94383,49.18193
1901,637.3626,355.3114,96.59341,367.1551,32.89377,32.96703,49.15751
1902,628.3272,356.044,96.59341,371.6728,33.04029,32.38095,49.10867
1903,625.8852,356.5324,96.59341,376.0684,32.91819,32.11233,49.01099
1904,622.7106,360.4396,96.59341,377.0452,32.94261,31.96581,49.13309
1905,627.5946,364.591,96.59341,378.5104,32.94261,31.84371,48.74237
1906,625.8852,356.2882,96.59341,379.3651,32.33211,32.25885,48.98657
1907,623.4432,361.4164,96.61783,379.6093,32.69841,31.89255,48.96215
1908,623.6874,359.2186,96.59341,379.9756,32.74725,31.37973,49.42613
1909,628.8156,357.265,96.56899,380.7082,33.50427,32.30769,49.35287
1910,633.2112,352.8694,96.61783,378.022,33.33333,32.84493,49.76801
1911,631.746,353.602,96.56899,375.9463,34.04151,33.08913,49.47497
1912,637.6068,349.4505,96.59341,374.7253,33.43101,32.91819,49.81685
1913,639.5604,349.2063,96.56899,372.6496,34.06593,33.23565,49.69475
1914,640.5372,342.8571,96.56899,372.1612,33.79731,32.96703,49.69475
1915,637.3626,342.6129,96.56899,371.7949,33.79731,32.96703,49.67033
1916,636.63,340.4151,96.56899,371.5507,33.69963,32.89377,49.25519
1917,634.4322,345.7875,96.59341,371.6728,33.08913,33.33333,49.18193
1918,627.5946,353.1136,96.56899,374.1148,32.99145,32.45421,49.05983
1919,627.5946,352.8694,96.59341,376.9231,32.99145,32.16117,49.74359
1920,623.9316,354.0904,96.56899,377.8999,33.99267,32.30769,49.96337
1921,636.3858,347.0085,96.56899,377.2894,34.28571,32.84493,50.08547
1922,643.7118,344.0781,96.59341,371.0623,34.43223,33.60195,49.54823
1923,644.2002,346.5201,96.59341,368.4982,33.62637,33.69963,49.67033
1924,639.072,344.3223,96.56899,367.6435,33.79731,33.43101,49.30403
1925,633.9438,353.3578,96.56899,368.4982,33.30891,32.77167,49.30403
1926,631.0134,354.823,96.56899,374.4811,33.28449,32.52747,48.86447
1927,624.6642,357.9976,96.59341,376.0684,32.57631,32.13675,48.91331
1928,622.9548,355.7998,96.56899,378.8767,32.77167,31.81929,48.88889
1929,622.7106,357.7534,96.59341,379.9756,32.57631,31.94139,48.88889
1930,627.3504,357.7534,96.56899,380.3419,32.60073,31.69719,49.69475
1931,621.978,354.5788,96.61783,380.464,33.94383,32.01465,49.89011
1932,639.5604,348.9621,96.59341,378.8767,34.18803,32.79609,49.84127
1933,638.8278,346.5201,96.59341,372.0391,34.04151,33.62637,49.37729
1934,639.5604,346.0317,96.59341,370.5739,33.38217,33.50427,49.64591
1935,633.9438,355.5556,96.59341,371.1844,33.69963,33.08913,49.40171
1936,634.4322,355.5556,96.59341,372.4054,33.50427,32.91819,49.69475
1937,632.7228,351.8926,96.61783,373.138,33.89499,32.60073,49.18193
1938,634.188,352.6252,96.59341,373.2601,32.99145,32.74725,49.15751
1939,632.2344,356.044,96.59341,373.3822,33.04029,32.94261,49.05983
1940,623.199,360.6838,96.56899,374.9695,32.89377,32.16117,49.37729
1941,629.0598,365.0794,96.56899,377.0452,33.38217,32.08791,49.49939
1942,632.2344,351.16,96.59341,377.6557,33.55311,32.84493,49.10867
1943,631.2576,356.7766,96.59341,376.4347,32.99145,32.77167,49.15751
1944,627.1062,357.0208,96.56899,375.8242,33.04029,32.57631,49.18193
1945,626.6178,362.3932,96.59341,376.5568,33.18681,32.01465,49.62149
1946,636.3858,351.4042,96.56899,377.2894,33.74847,32.57631,49.45055
1947,634.4322,350.6716,96.56899,375.2137,33.50427,32.94261,49.52381
1948,636.1416,349.6948,96.59341,373.3822,33.67521,32.84493,49.13309
1949,633.9438,351.4042,96.56899,372.7717,32.99145,33.01587,49.40171
1950,628.8156,356.7766,96.59341,373.5043,33.43101,32.74725,49.30403
1951,630.0366,359.2186,96.56899,374.2369,33.30891,32.47863,49.79243
1952,636.63,354.5788,96.56899,375.4579,34.11477,32.55189,49.37729
1953,642.0024,345.0549,96.56899,373.6264,33.33333,33.40659,48.98657
1954,634.6764,351.6484,96.59341,372.8938,32.74725,32.99145,48.74237
1955,638.0952,363.6142,96.59341,373.8706,32.38095,32.77167,48.71795
1956,625.1526,367.2772,96.56899,377.0452,32.45421,32.11233,49.18193
1957,623.4432,366.7888,96.56899,381.5629,33.11355,31.42857,49.05983
1958,626.1294,358.2418,96.59341,382.0513,32.89377,32.38095,49.05983
1959,626.862,358.486,96.61783,380.7082,32.89377,32.47863,48.74237
1960,625.1526,358.7302,96.56899,380.3419,32.40537,32.25885,49.20635
1961,627.8388,362.6374,96.56899,380.2198,33.16239,31.69719,49.01099
1962,625.8852,352.8694,96.56899,380.3419,32.89377,32.40537,49.52381
1963,634.4322,351.6484,96.56899,379.9756,33.65079,32.60073,49.67033
1964,637.1184,343.8339,96.59341,377.6557,33.84615,32.96703,49.96337
1965,636.1416,348.9621,96.56899,373.8706,34.21245,32.99145,49.49939
1966,640.5372,345.7875,96.59341,370.9402,33.52869,33.69963,49.25519
1967,636.8742,347.7411,96.59341,369.3529,33.18681,33.23565,49.15751
1968,630.525,354.3346,96.59341,371.0623,33.08913,32.62515,49.03541
1969,626.862,358.2418,96.59341,374.359,32.89377,32.57631,49.35287
1970,625.3968,351.8926,96.56899,376.0684,33.40659,32.03907,49.35287
1971,633.9438,351.8926,96.61783,377.5336,33.35775,32.64957,49.74359
1972,640.5372,358.7302,96.59341,376.801,34.04151,32.72283,49.74359
1973,636.3858,347.9853,96.56899,373.8706,33.91941,33.08913,50.08547
1974,641.7582,351.6484,96.59341,371.1844,34.5055,33.30891,49.71917
1975,643.2234,348.2295,96.59341,369.5971,33.89499,33.38217,49.74359
1976,640.7814,350.6716,96.56899,368.4982,33.94383,33.62637,49.20635
1977,636.3858,363.37,96.56899,369.7192,33.08913,32.84493,49.25519
1978,629.7924,362.3932,96.56899,373.6264,33.28449,32.35653,49.20635
1979,629.5482,346.5201,96.59341,374.4811,33.13797,32.62515,49.32845
1980,626.862,346.2759,96.56899,375.7021,33.33333,32.11233,49.01099
1981,630.0366,349.6948,96.59341,377.1673,32.94261,31.96581,48.79121
1982,628.5714,349.6948,96.59341,377.2894,32.55189,32.35653,48.84005
1983,624.6642,354.5788,96.56899,378.2662,32.64957,32.06349,48.66911
1984,620.757,353.8462,96.56899,379.9756,32.28327,31.94139,49.27961
1985,622.2222,359.707,96.54457,383.1502,33.28449,31.47741,49.67033
1986,632.2344,356.5324,96.56899,382.4176,33.84615,32.35653,49.84127
1987,640.293,343.3455,96.56899,375.9463,34.09035,33.21123,49.15751
1988,639.8046,342.1245,96.56899,370.9402,33.16239,33.60195,49.13309
1989,631.746,351.16,96.56899,370.2076,33.11355,33.23565,48.81563
1990,634.6764,353.3578,96.56899,371.7949,32.60073,32.52747,49.35287
1991,625.641,352.8694,96.59341,376.1905,33.28449,31.96581,49.35287
1992,631.2576,348.7179,96.56899,377.6557,33.38217,32.28327,49.37729
1993,632.4786,355.0672,96.59341,377.1673,33.33333,32.30769,49.15751
1994,633.4554,359.9512,96.59341,376.5568,33.08913,32.64957,48.76679
1995,626.3736,356.044,96.59341,376.0684,32.45421,32.45421,48.62027
1996,623.6874,364.3468,96.56899,378.6325,32.13675,31.62393,48.18071
1997,612.6984,368.254,96.59341,381.5629,31.50183,31.08669,48.69353
1998,614.8962,369.7192,96.56899,385.7143,32.30769,30.67155,48.79121
1999,621.978,362.8816,96.59341,386.0806,32.50305,31.99023,49.30403
2000,628.5714,354.3346,96.56899,382.1734,33.26007,32.30769,48.86447
2001,632.4786,357.265,96.59341,378.3883,32.69841,32.47863,49.27961
2002,627.5946,368.254,96.56899,377.6557,33.13797,32.42979,49.25519
2003,631.5018,360.1954,96.56899,377.7778,33.28449,32.35653,49.74359
2004,634.188,360.1954,96.56899,378.022,33.89499,32.40537,49.42613
2005,634.4322,350.6716,96.56899,374.1148,33.50427,32.77167,49.35287
2006,632.4786,353.8462,96.59341,373.7485,33.38217,33.01587,49.42613
2007,630.525,355.5556,96.54457,373.6264,33.47985,32.47863,49.10867
2008,630.7692,356.7766,96.52015,374.359,32.99145,32.45421,49.27961
2009,629.7924,357.0208,96.54457,374.9695,33.26007,32.13675,49.52381
2010,628.3272,350.1832,96.54457,376.4347,33.91941,32.57631,50.23199
2011,641.0256,345.7875,96.54457,375.0916,34.65202,33.06471,50.23199
2012,648.3516,346.0317,96.54457,368.8645,34.57876,33.91941,50.13431
2013,644.9328,340.4151,96.56899,365.3236,34.45665,33.57753,49.32845
2014,646.1538,345.7875,96.54457,364.3468,33.38217,33.72405,49.30403
2015,638.3394,347.9853,96.54457,365.0794,33.28449,33.35775,48.79121
2016,635.1648,359.2186,96.56899,369.7192,32.60073,32.69841,49.30403
2017,627.5946,359.4628,96.54457,374.1148,33.43101,32.40537,49.47497
2018,632.4786,357.0208,96.54457,375.9463,33.60195,32.23443,49.71917
2019,637.6068,349.4505,96.54457,375.7021,33.91941,33.06471,49.71917
2020,641.0256,349.4505,96.56899,373.2601,33.91941,33.08913,49.59707
2021,640.5372,347.4969,96.54457,370.0855,33.67521,33.43101,49.69475
2022,636.63,357.0208,96.56899,369.475,33.82173,32.86935,49.47497
2023,632.967,350.6716,96.54457,370.0855,33.45543,32.72283,49.96337
2024,636.3858,356.5324,96.52015,372.6496,34.23687,32.91819,49.84127
2025,641.2698,344.3223,96.52015,372.4054,34.06593,33.47985,49.84127
2026,642.9792,348.7179,96.54457,369.475,33.16239,33.33333,48.84005
2027,637.851,346.0317,96.54457,368.3761,32.67399,33.38217,49.03541
2028,626.862,352.8694,96.52015,370.2076,32.86935,32.57631,49.10867
2029,627.5946,365.812,96.52015,374.359,33.18681,32.28327,49.74359
2030,627.1062,358.7302,96.54457,377.4115,33.84615,32.13675,49.64591
2031,633.9438,349.6948,96.56899,376.801,33.89499,32.52747,49.64591
2032,637.851,353.8462,96.56899,374.359,33.91941,33.40659,49.69475
2033,636.63,353.3578,96.56899,372.7717,33.87057,33.35775,49.57265
2034,638.5836,354.3346,96.54457,371.7949,33.84615,33.43101,49.64591
2035,636.63,354.0904,96.56899,370.696,33.47985,33.06471,49.27961
2036,633.6996,349.2063,96.54457,370.9402,33.18681,33.26007,49.10867
2037,629.5482,361.4164,96.56899,372.2833,33.06471,32.79609,48.96215
2038,624.1758,363.8584,96.56899,375.7021,33.23565,32.21001,49.64591
2039,626.6178,363.1258,96.56899,377.6557,33.89499,32.21001,49.64591
2040,633.9438,351.6484,96.54457,377.6557,34.31013,33.28449,49.91453
2041,644.2002,347.2527,96.54457,373.3822,33.89499,33.35775,49.40171
2042,641.514,348.9621,96.52015,369.9634,33.47985,33.57753,49.37729
2043,641.0256,356.7766,96.56899,369.1087,33.06471,33.16239,48.98657
2044,629.7924,358.486,96.56899,370.0855,33.01587,32.82051,49.25519
2045,627.5946,362.8816,96.56899,375.0916,33.45543,32.13675,49.59707
2046,629.0598,355.7998,96.56899,377.0452,33.77289,32.38095,49.62149
2047,636.63,354.823,96.54457,376.1905,33.89499,33.18681,49.62149
2048,639.8046,352.8694,96.59341,372.7717,33.55311,33.30891,49.45055
2049,639.5604,351.6484,96.56899,370.696,34.23687,33.08913,49.89011
2050,639.5604,351.8926,96.56899,370.2076,33.89499,33.38217,49.62149
2051,642.0024,351.4042,96.56899,370.3297,34.31013,33.38217,49.96337
2052,642.4908,351.4042,96.54457,370.2076,33.84615,33.04029,49.49939
2053,642.735,349.939,96.54457,368.7424,33.65079,33.67521,49.40171
2054,640.7814,337.2405,96.54457,368.1319,32.86935,33.35775,48.86447
2055,632.2344,350.6716,96.54457,370.3297,33.16239,32.62515,49.23077
2056,631.0134,357.5092,96.52015,373.6264,33.08913,32.47863,49.01099
2057,626.1294,350.4274,96.54457,376.1905,32.84493,32.28327,49.01099
2058,627.3504,351.16,96.54457,376.801,32.99145,32.25885,49.15751
2059,627.1062,348.7179,96.52015,377.8999,33.30891,32.11233,49.30403
2060,625.641,360.4396,96.54457,377.8999,33.72405,32.25885,49.57265
2061,634.9206,348.7179,96.52015,377.0452,33.16239,32.82051,49.20635
2062,639.8046,354.3346,96.56899,373.8706,33.13797,33.13797,49.03541
2063,631.746,354.0904,96.56899,373.2601,32.50305,32.86935,48.71795
2064,624.9084,356.044,96.52015,374.6032,32.64957,32.38095,48.74237
2065,624.9084,356.044,96.52015,374.6032,32.64957,32.38095,48.74237
2066,619.7802,364.8352,96.54457,378.5104,32.06349,31.91697,48.42491
2067,622.9548,368.254,96.52015,380.464,32.79609,31.79487,49.10867
2068,623.199,362.6374,96.54457,381.685,33.21123,31.67277,49.35287
2069,631.2576,356.044,96.54457,381.0745,34.28571,31.84371,50.03663
2070,641.514,354.5788,96.54457,376.3126,34.13919,33.33333,49.76801
2071,641.0256,348.2295,96.49573,369.1087,33.60195,33.38217,49.45055
2072,641.514,346.0317,96.54457,368.254,33.60195,33.89499,49.59707
2073,633.6996,355.3114,96.56899,368.3761,33.74847,33.30891,49.67033
2074,631.9902,353.1136,96.59341,371.7949,33.99267,32.47863,49.79243
2075,641.0256,347.7411,96.54457,372.4054,33.84615,33.26007,49.62149
2076,643.4676,350.4274,96.56899,370.8181,34.13919,32.96703,49.76801
2077,639.5604,350.6716,96.56899,369.9634,33.55311,33.45543,49.42613
2078,638.0952,351.8926,96.52015,369.8413,33.62637,32.82051,49.47497
2079,637.1184,354.3346,96.52015,370.5739,33.21123,32.60073,49.25519
2080,628.8156,357.7534,96.52015,371.1844,34.31013,32.84493,49.96337
2081,633.4554,360.4396,96.54457,374.4811,34.40781,32.69841,49.86569
2082,642.0024,348.2295,96.54457,374.4811,34.04151,32.99145,49.74359
2083,642.0024,354.5788,96.49573,370.4518,33.18681,33.84615,48.98657
2084,640.293,350.9158,96.47131,369.1087,32.84493,33.11355,48.91331
2085,631.9902,355.7998,96.52015,369.7192,32.84493,32.74725,48.86447
2086,622.4664,361.4164,96.49573,374.6032,33.11355,32.23443,49.27961
2087,625.641,363.1258,96.52015,378.6325,33.87057,31.86813,49.59707
2088,635.6532,349.4505,96.56899,378.6325,33.74847,32.86935,49.59707
2089,639.3162,350.6716,96.54457,373.6264,33.60195,33.23565,49.45055
2090,637.1184,354.823,96.52015,372.2833,32.64957,33.04029,48.76679
2091,631.0134,353.8462,96.54457,372.4054,32.74725,32.62515,48.84005
2092,624.1758,361.1722,96.52015,375.2137,32.45421,32.23443,48.62027
2093,621.0012,368.4982,96.52015,378.9988,32.99145,31.33089,48.93773
2094,625.1526,355.0672,96.52015,380.9524,32.74725,31.57509,48.84005
2095,628.8156,362.149,96.56899,380.3419,33.35775,32.08791,49.49939
2096,629.5482,354.3346,96.56899,379.243,33.89499,32.55189,49.64591
2097,638.5836,353.8462,96.54457,376.9231,34.26129,33.57753,49.86569
2098,642.9792,343.5897,96.52015,372.1612,34.21245,33.47985,49.86569
2099,639.5604,343.8339,96.54457,368.6203,34.04151,33.55311,49.91453
2100,642.735,353.8462,96.54457,367.6435,34.48107,33.67521,49.98779
2101,638.5836,347.7411,96.54457,368.0098,34.13919,33.16239,49.69475
2102,645.177,352.6252,96.52015,368.4982,33.99267,33.35775,49.69475
2103,641.2698,341.1477,96.52015,368.3761,33.38217,33.35775,49.32845
2104,638.8278,353.3578,96.49573,368.8645,33.79731,33.01587,49.45055
2105,635.1648,357.7534,96.52015,369.9634,33.13797,33.21123,49.01099
2106,635.409,351.8926,96.52015,370.5739,33.43101,32.57631,49.35287
2107,631.5018,359.707,96.54457,373.0159,33.04029,32.47863,49.01099
2108,628.8156,356.5324,96.49573,375.3358,33.50427,32.55189,49.49939
2109,633.4554,353.3578,96.49573,375.9463,33.89499,32.38095,49.52381
2110,638.8278,347.9853,96.52015,374.9695,33.91941,32.55189,49.69475
2111,641.7582,353.1136,96.54457,372.0391,33.79731,33.18681,49.37729
2112,635.8974,349.6948,96.47131,370.696,33.47985,33.43101,49.37729
2113,635.8974,350.9158,96.47131,370.9402,34.55434,32.94261,49.98779
2114,636.3858,356.7766,96.52015,372.2833,34.7497,32.47863,50.25641
2115,647.8632,342.8571,96.52015,370.5739,35.28694,33.43101,50.47619
2116,653.7241,341.8803,96.52015,364.2247,34.60318,34.18803,50.18315
2117,654.7009,341.6361,96.52015,360.1954,34.65202,34.55434,50.06105
2118,649.8169,340.6593,96.52015,358.9744,33.55311,34.7497,49.37729
2119,640.0488,349.2063,96.52015,360.6838,33.55311,33.89499,49.32845
2120,632.967,355.5556,96.49573,367.1551,33.30891,32.99145,49.10867
2121,631.746,360.4396,96.49573,372.2833,33.84615,32.69841,49.64591
2122,637.3626,358.7302,96.52015,374.7253,34.31013,32.45421,49.69475
2123,643.956,346.0317,96.52015,373.5043,33.84615,33.30891,49.54823
2124,643.4676,354.5788,96.54457,368.1319,33.33333,33.62637,48.98657
2125,639.5604,350.6716,96.52015,367.5214,32.91819,33.43101,48.98657
2126,631.2576,363.1258,96.54457,369.7192,33.74847,32.77167,49.54823
2127,632.4786,355.5556,96.54457,372.5275,33.52869,32.82051,49.40171
2128,635.8974,352.8694,96.49573,373.5043,33.67521,32.89377,49.25519
2129,636.8742,342.8571,96.52015,373.2601,33.08913,32.79609,48.98657
2130,635.1648,348.7179,96.54457,373.0159,33.55311,32.96703,49.27961
2131,633.4554,355.5556,96.52015,373.0159,33.13797,32.30769,49.03541
2132,633.2112,358.7302,96.54457,373.5043,33.62637,32.52747,49.32845
2133,627.8388,351.4042,96.49573,375.58,33.18681,32.13675,48.93773
2134,633.4554,359.2186,96.49573,375.9463,33.13797,32.79609,49.10867
2135,631.746,362.6374,96.49573,375.4579,33.06471,32.79609,49.08425
2136,628.8156,355.7998,96.52015,375.9463,33.28449,32.64957,49.42613
2137,631.0134,353.8462,96.49573,376.4347,33.94383,32.52747,49.57265
2138,638.3394,356.5324,96.54457,376.5568,34.04151,32.77167,49.74359
2139,640.0488,351.6484,96.52015,373.7485,34.13919,33.26007,49.76801
2140,640.0488,345.7875,96.52015,371.3065,33.65079,33.65079,49.49939
2141,639.5604,349.6948,96.47131,370.0855,33.57753,33.11355,49.40171
2142,642.0024,348.2295,96.52015,369.9634,32.99145,32.86935,49.10867
2143,629.7924,359.4628,96.52015,372.0391,33.84615,32.21001,49.54823
2144,630.0366,356.5324,96.49573,374.8474,33.84615,32.35653,49.47497
2145,637.1184,351.16,96.52015,374.9695,34.11477,32.79609,49.76801
2146,644.6886,348.7179,96.52015,372.2833,33.69963,33.26007,49.35287
2147,642.4908,345.5433,96.52015,370.5739,33.84615,33.13797,49.62149
2148,636.8742,350.1832,96.52015,369.7192,33.89499,33.23565,49.52381
2149,637.3626,342.3687,96.54457,369.9634,34.26129,33.18681,50.10989
2150,641.2698,349.4505,96.52015,370.2076,34.9939,33.43101,50.28083
2151,649.5727,344.0781,96.52015,368.3761,34.8718,33.99267,50.28083
2152,651.2821,349.2063,96.52015,364.2247,34.8718,34.23687,50.18315
2153,652.7473,335.2869,96.56899,361.7827,34.31013,34.26129,49.67033
2154,645.9096,348.9621,96.54457,361.5385,34.38339,33.91941,49.86569
2155,641.7582,342.6129,96.49573,364.7131,33.94383,33.18681,49.59707
2156,642.735,354.3346,96.49573,366.0562,34.38339,33.43101,49.91453
2157,637.851,357.5092,96.52015,366.6667,33.94383,33.23565,49.40171
2158,645.177,353.8462,96.49573,366.9109,33.87057,33.55311,49.42613
2159,639.5604,357.5092,96.49573,367.3993,33.11355,33.43101,49.03541
2160,634.9206,363.6142,96.52015,370.8181,33.40659,32.89377,49.42613
2161,629.7924,362.149,96.52015,374.9695,33.43101,32.57631,49.18193
2162,636.3858,362.6374,96.47131,375.2137,33.43101,32.79609,49.42613
2163,634.9206,356.5324,96.52015,373.8706,34.18803,32.84493,49.89011
2164,638.8278,346.2759,96.54457,373.6264,34.11477,32.72283,49.79243
2165,646.398,347.7411,96.49573,370.8181,34.40781,33.47985,49.96337
2166,642.0024,348.9621,96.47131,367.7656,34.21245,33.38217,49.74359
2167,643.2234,357.5092,96.49573,366.6667,34.70086,33.55311,49.84127
2168,644.9328,347.7411,96.54457,366.3004,33.79731,33.79731,49.54823
2169,643.956,350.4274,96.52015,366.4225,34.55434,33.33333,50.01221
2170,644.4444,347.7411,96.52015,366.3004,34.28571,33.52869,49.81685
